doi	received	accepted	published
10.1371/journal.pcbi.1000002	2007-06-18	2008-01-22	2008-02-29
10.1371/journal.pone.0013394	2010-03-23	2010-09-20	2010-10-14
10.1371/journal.pmed.0020312	2005-04-28	2005-07-29	2005-10-11
10.1371/journal.pmed.0050179	2007-10-10	2008-07-15	2008-09-02
10.1371/journal.pgen.1002798	2012-01-19	2012-05-15	2012-07-12
10.1371/journal.ppat.0030053	2006-11-07	2007-02-27	2007-04-13
10.1371/journal.pcbi.1002814	2012-05-21	2012-10-19	2012-12-13
10.1371/journal.pntd.0003101	2013-09-30	2014-07-07	2014-09-04
10.1371/journal.pcbi.1002841	2012-06-12	2012-10-31	2012-12-27
10.1371/journal.pmed.1001647	2013-09-27	2014-04-11	2014-05-20
10.1371/journal.pntd.0000778	2009-12-01	2010-06-30	2010-08-03
10.1371/journal.pone.0082370	2013-07-04	2013-10-22	2013-12-11
10.1371/journal.pbio.1002012	2014-08-20	2014-10-21	2014-12-09
10.1371/journal.pbio.1001393	2012-05-24	2012-08-07	2012-09-25
10.1371/journal.pcbi.1002372	2011-02-03	2011-12-20	2012-03-01
10.1371/journal.pone.0095987	2014-01-31	2014-04-01	2014-04-28
10.1371/journal.pcbi.1000464	2009-02-18	2009-07-10	2009-08-14
10.1371/journal.pmed.1001361	2012-03-09	2012-11-16	2012-12-27
10.1371/journal.pntd.0002506	2013-05-16	2013-09-16	2013-10-31
10.1371/journal.pone.0059728	2012-07-09	2013-02-21	2013-03-22
10.1371/journal.pcbi.0010009	2005-02-28	2005-05-23	2005-06-24
10.1371/journal.pone.0106529	2014-02-28	2014-07-31	2014-09-16
10.1371/journal.pone.0086771	2013-10-07	2013-12-17	2014-01-27
10.1371/journal.pgen.1004244	2013-06-25	2014-02-02	2014-04-03
10.1371/journal.pcbi.1004260	2015-02-19	2015-03-29	2015-05-27
10.1371/journal.pmed.0050093	2007-07-26	2008-03-13	2008-04-29
10.1371/journal.pgen.1000624	2009-01-06	2009-07-31	2009-08-28
10.1371/journal.pgen.1002635	2011-10-05	2012-02-21	2012-04-12
10.1371/journal.pone.0117670	2014-06-17	2014-12-10	2015-02-10
10.1371/journal.pone.0097558	2013-12-19	2014-04-21	2014-05-19
10.1371/journal.pmed.0050127	2007-12-07	2008-05-02	2008-06-17
10.1371/journal.ppat.1001284	2010-07-13	2011-01-10	2011-02-17
10.1371/journal.ppat.1000142	2007-11-05	2008-08-01	2008-08-29
10.1371/journal.pcbi.1001134	2010-05-27	2011-04-06	2011-05-12
10.1371/journal.pbio.1001369	2012-03-16	2012-06-20	2012-07-31
10.1371/journal.pone.0095780	2014-03-01	2014-03-30	2014-05-07
10.1371/journal.pcbi.1002272	2010-11-22	2011-09-27	2011-12-01
10.1371/journal.pcbi.0030232	2007-03-02	2007-10-11	2007-11-30
10.1371/journal.pntd.0002116	2012-09-12	2013-01-31	2013-04-18
10.1371/journal.pgen.1003005	2012-03-30	2012-08-16	2012-10-18
10.1371/journal.pone.0070559	2012-10-30	2013-06-24	2013-07-29
10.1371/journal.pntd.0002627	2013-06-02	2013-11-26	2014-01-09
10.1371/journal.pgen.1002393	2011-06-21	2011-10-07	2011-12-08
10.1371/journal.ppat.1000074	2007-07-23	2008-04-16	2008-05-23
10.1371/journal.ppat.1002124	2011-02-24	2011-05-03	2011-07-14
10.1371/journal.ppat.0030082	2007-01-30	2007-04-20	2007-06-08
10.1371/journal.pntd.0000810	2010-01-26	2010-08-03	2010-08-31
10.1371/journal.pcbi.1003214	2013-02-01	2013-07-22	2013-09-05
10.1371/journal.pmed.0040294	2007-04-05	2007-08-28	2007-10-09
10.1371/journal.pone.0127504	2015-02-02	2015-04-13	2015-05-26
10.1371/journal.pone.0012711	2010-03-14	2010-07-29	2010-09-15
10.1371/journal.pgen.1004989	2014-10-01	2015-01-06	2015-02-19
10.1371/journal.pone.0062121	2012-12-20	2013-03-18	2013-04-16
10.1371/journal.pcbi.0020001	2005-08-12	2005-12-05	2006-01-27
10.1371/journal.pcbi.1000763	2009-11-16	2010-03-24	2010-04-29
10.1371/journal.pntd.0000409	2008-11-12	2009-03-11	2009-04-07
10.1371/journal.pgen.1004258	2013-12-16	2014-02-04	2014-03-27
10.1371/journal.pone.0006695	2009-04-06	2009-07-21	2009-08-19
10.1371/journal.pgen.1000805	2009-10-06	2009-12-09	2010-01-08
10.1371/journal.pntd.0000462	2008-10-24	2009-05-19	2009-06-16
10.1371/journal.pone.0071117	2013-04-09	2013-06-24	2013-08-13
10.1371/journal.pcbi.1003061	2012-10-29	2013-03-28	2013-05-02
10.1371/journal.pntd.0002273	2012-10-05	2013-05-06	2013-06-13
10.1371/journal.pcbi.1000571	2009-07-03	2009-10-20	2009-11-20
10.1371/journal.ppat.0040022	2007-10-19	2007-12-20	2008-02-08
10.1371/journal.pntd.0000925	2010-02-10	2010-11-23	2011-01-04
10.1371/journal.pbio.1000565	2010-04-21	2010-11-03	2010-12-21
10.1371/journal.pcbi.1000549	2009-04-07	2009-09-29	2009-10-30
10.1371/journal.pntd.0003726	2014-12-22	2015-03-30	2015-04-16
10.1371/journal.pbio.1000567	2010-05-04	2010-11-04	2010-12-21
10.1371/journal.pmed.1001689	2013-10-08	2014-06-26	2014-08-05
10.1371/journal.pgen.1004047	2013-02-01	2013-11-04	2014-01-02
10.1371/journal.pgen.1003425	2012-08-28	2013-02-14	2013-04-25
10.1371/journal.pntd.0000281	2008-03-27	2008-07-18	2008-08-20
10.1371/journal.pone.0107264	2013-12-07	2014-08-11	2014-09-15
10.1371/journal.pntd.0001556	2011-07-15	2012-01-19	2012-03-06
10.1371/journal.pbio.1001918	2014-05-02	2014-06-25	2014-08-05
10.1371/journal.pmed.1000390	2010-04-01	2010-12-02	2011-01-18
10.1371/journal.ppat.1000090	2008-03-18	2008-05-14	2008-06-20
10.1371/journal.pcbi.1003325	2013-04-30	2013-09-23	2013-11-14
10.1371/journal.pcbi.1002792	2012-06-19	2012-10-05	2012-11-29
10.1371/journal.ppat.1002754	2012-12-28	2012-04-30	2012-06-14
10.1371/journal.pgen.1001187	2010-06-30	2010-09-29	2010-11-04
10.1371/journal.pgen.1002060	2011-01-31	2011-03-02	2011-05-05
10.1371/journal.pgen.1000138	2008-02-11	2008-06-20	2008-07-25
10.1371/journal.pgen.1003354	2012-09-27	2013-01-16	2013-03-21
10.1371/journal.pbio.1001442	2012-05-28	2012-10-25	2012-11-27
10.1371/journal.pntd.0003094	2014-02-05	2014-07-03	2014-09-18
10.1371/journal.pmed.1001243	2011-10-07	2012-05-03	2012-06-19
10.1371/journal.pcbi.1000105	2007-11-08	2008-05-28	2008-07-04
10.1371/journal.pcbi.1003928	2014-02-06	2014-09-19	2014-11-13
10.1371/journal.pntd.0003273	2014-06-29	2014-09-14	2014-10-23
10.1371/journal.pgen.0010065	2005-08-08	2005-10-19	2005-11-25
10.1371/journal.ppat.1000363	2008-12-29	2009-03-02	2009-03-27
10.1371/journal.pcbi.1003808	2014-01-24	2014-07-15	2014-09-11
10.1371/journal.ppat.1002053	2011-02-23	2011-03-16	2011-05-19
10.1371/journal.ppat.1002030	2010-12-13	2011-03-03	2011-05-12
10.1371/journal.pntd.0001161	2010-12-06	2011-03-17	2011-05-24
10.1371/journal.pbio.1001968	2014-05-18	2014-09-04	2014-10-14
10.1371/journal.pgen.1003652	2013-03-20	2013-06-04	2013-07-18
10.1371/journal.pgen.1003459	2012-09-29	2013-03-04	2013-04-25
10.1371/journal.pgen.1004460	2014-02-10	2014-05-12	2014-07-31
10.1371/journal.pcbi.1003068	2012-04-17	2013-03-28	2013-05-23
10.1371/journal.pntd.0001457	2011-03-09	2011-11-16	2011-12-27
10.1371/journal.pmed.0040186	2006-02-27	2007-04-09	2007-06-05
10.1371/journal.ppat.1004070	2013-10-30	2014-02-25	2014-04-10
10.1371/journal.pcbi.0010007	2005-02-01	2005-05-10	2005-06-24
10.1371/journal.ppat.1004565	2014-06-08	2014-11-10	2015-01-08
10.1371/journal.ppat.1003493	2012-07-29	2013-05-22	2013-07-25
10.1371/journal.pbio.1001368	2011-11-25	2012-06-19	2012-07-31
10.1371/journal.pcbi.1003177	2013-03-28	2013-06-19	2013-08-15
10.1371/journal.pone.0058181	2012-12-18	2013-01-31	2013-03-05
10.1371/journal.pgen.1002167	2011-02-21	2011-05-19	2011-07-07
10.1371/journal.pcbi.1000897	2010-03-07	2010-07-21	2010-08-19
10.1371/journal.pmed.1001739	2013-09-16	2014-08-19	2014-10-07
10.1371/journal.pgen.1000006	2007-01-10	2008-01-15	2008-02-29
10.1371/journal.pone.0127145	2015-01-05	2015-04-12	2015-05-28
10.1371/journal.pgen.1004934	2014-08-20	2014-12-02	2015-01-08
10.1371/journal.pbio.1002109	2014-12-05	2015-02-18	2015-03-12
10.1371/journal.ppat.1003139	2012-09-20	2012-12-03	2013-01-24
10.1371/journal.pcbi.1003591	2013-07-22	2014-03-13	2014-05-15
10.1371/journal.pntd.0003212	2013-12-11	2014-08-25	2014-10-02
10.1371/journal.pntd.0000692	2010-01-12	2010-03-30	2010-05-25
10.1371/journal.ppat.1004960	2015-02-10	2015-05-18	2015-06-09
10.1371/journal.ppat.1000776	2009-09-02	2010-01-18	2010-02-19
10.1371/journal.pntd.0003686	2014-10-20	2015-03-07	2015-04-09
10.1371/journal.pgen.0020038	2005-11-07	2006-02-03	2006-03-31
10.1371/journal.pone.0009103	2009-12-29	2010-01-13	2010-02-08
10.1371/journal.pmed.1001394	2012-09-05	2013-01-10	2013-02-19
10.1371/journal.pcbi.1000201	2008-05-16	2008-09-09	2008-10-17
10.1371/journal.pone.0083459	2013-07-31	2013-11-04	2014-02-06
10.1371/journal.pbio.1000327	2009-10-05	2010-02-03	2010-03-09
10.1371/journal.pbio.1001614	2013-02-01	2013-06-12	2013-07-23
10.1371/journal.pone.0050385	2012-08-09	2012-10-18	2012-11-21
10.1371/journal.pbio.1001527	2012-12-25	2013-02-15	2013-04-02
10.1371/journal.pgen.1002390	2011-05-11	2011-10-05	2011-12-15
10.1371/journal.pbio.1001441	2012-08-05	2012-10-24	2012-12-11
10.1371/journal.pbio.1000126	2009-01-05	2009-04-29	2009-06-09
10.1371/journal.pbio.1002065	2014-08-12	2015-01-05	2015-02-10
10.1371/journal.pone.0121405	2014-09-23	2015-02-01	2015-03-25
10.1371/journal.pone.0004903	2009-01-08	2009-02-18	2009-03-20
10.1371/journal.pone.0117096	2014-08-12	2014-12-18	2015-01-09
10.1371/journal.pntd.0001801	2012-05-07	2012-07-17	2012-08-28
10.1371/journal.ppat.1003845	2013-06-25	2013-11-05	2014-01-02
10.1371/journal.pgen.1004301	2013-10-24	2014-02-24	2014-04-17
10.1371/journal.pgen.1005106	2014-12-12	2015-02-26	2015-03-25
10.1371/journal.pgen.1000525	2008-12-15	2009-05-18	2009-06-19
10.1371/journal.pone.0061915	2012-08-16	2013-03-15	2013-04-12
10.1371/journal.pgen.1000838	2009-09-23	2010-01-04	2010-02-05
10.1371/journal.pcbi.1003475	2013-08-08	2014-01-05	2014-02-20
10.1371/journal.ppat.1002115	2011-02-23	2011-04-26	2011-07-14
10.1371/journal.pcbi.1003668	2014-02-10	2014-04-28	2014-06-26
10.1371/journal.pgen.1003437	2012-12-14	2013-02-21	2013-04-11
10.1371/journal.pone.0062535	2013-01-31	2013-03-22	2013-05-10
10.1371/journal.pone.0089630	2013-10-28	2014-01-22	2014-02-21
10.1371/journal.pcbi.1000824	2010-01-24	2010-05-19	2010-06-24
10.1371/journal.pcbi.1000335	2008-10-29	2009-02-18	2009-03-27
10.1371/journal.pcbi.1002776	2012-06-22	2012-09-26	2012-11-15
10.1371/journal.pcbi.1000295	2008-06-05	2009-01-15	2009-02-27
10.1371/journal.pone.0111377	2014-06-19	2014-09-25	2014-10-28
10.1371/journal.pone.0098487	2014-01-16	2014-05-03	2014-06-03
10.1371/journal.pone.0056008	2012-09-05	2013-01-04	2013-02-13
10.1371/journal.pone.0040598	2012-04-16	2012-06-11	2012-07-06
10.1371/journal.pbio.1001475	2012-08-10	2012-12-14	2013-01-29
10.1371/journal.pone.0034013	2011-10-11	2012-02-20	2012-03-20
10.1371/journal.pcbi.1004228	2014-08-27	2015-03-06	2015-05-12
10.1371/journal.pcbi.1002719	2012-03-01	2012-08-15	2012-10-25
10.1371/journal.pgen.1002259	2011-03-12	2011-07-12	2011-09-01
10.1371/journal.pone.0100400	2014-01-28	2014-05-27	2014-06-17
10.1371/journal.pcbi.1000200	2008-02-28	2008-09-05	2008-10-24
10.1371/journal.pntd.0002652	2013-07-09	2013-12-05	2014-01-30
10.1371/journal.pntd.0002754	2013-09-06	2014-02-11	2014-03-27
10.1371/journal.pgen.1004217	2013-10-11	2014-01-17	2014-03-20
10.1371/journal.pone.0065104	2012-08-06	2013-04-25	2013-05-29
10.1371/journal.pbio.1001095	2010-12-21	2011-05-24	2011-07-05
10.1371/journal.pone.0089085	2013-06-27	2014-01-18	2014-02-19
10.1371/journal.pgen.1001335	2010-09-22	2011-02-14	2011-03-17
10.1371/journal.pone.0115200	2014-06-19	2014-11-19	2014-12-15
10.1371/journal.pcbi.1000877	2009-10-27	2010-07-01	2010-08-05
10.1371/journal.pntd.0000972	2010-08-13	2011-01-25	2011-02-22
10.1371/journal.pone.0067758	2013-02-02	2013-05-21	2013-07-05
10.1371/journal.pgen.1002324	2011-04-14	2011-08-04	2011-10-13
10.1371/journal.pgen.0030132	2007-05-04	2007-06-25	2007-08-10
10.1371/journal.ppat.1000186	2008-07-28	2008-09-24	2008-10-24
10.1371/journal.ppat.0030115	2007-04-02	2007-06-27	2007-08-31
10.1371/journal.ppat.1000177	2008-04-11	2008-09-15	2008-10-17
10.1371/journal.pgen.1005043	2014-11-07	2015-01-30	2015-03-11
10.1371/journal.pmed.1001626	2014-02-05	2014-02-27	2014-04-08
10.1371/journal.ppat.1002014	2010-11-22	2011-02-04	2011-03-31
10.1371/journal.ppat.1004725	2014-11-02	2015-02-03	2015-03-17
10.1371/journal.pgen.0030081	2006-08-23	2007-04-06	2007-05-18
10.1371/journal.pmed.0040125	2006-03-02	2007-02-09	2007-04-24
10.1371/journal.pcbi.1000891	2010-02-14	2010-07-15	2010-08-19
10.1371/journal.ppat.1000312	2008-09-22	2009-01-23	2009-02-27
10.1371/journal.pcbi.1002281	2011-05-09	2011-10-03	2011-11-17
10.1371/journal.pgen.1001277	2010-08-02	2010-12-14	2011-01-20
10.1371/journal.pone.0003617	2008-06-03	2008-10-02	2008-10-31
10.1371/journal.pmed.1001547	2013-04-22	2013-09-18	2013-11-05
10.1371/journal.pcbi.1004072	2014-04-03	2014-11-03	2015-02-13
10.1371/journal.ppat.1004228	2013-10-31	2014-05-19	2014-07-24
10.1371/journal.ppat.1001344	2010-09-13	2011-04-15	2011-05-19
10.1371/journal.ppat.1001336	2010-07-15	2011-03-23	2011-04-21
10.1371/journal.pgen.1000319	2008-06-06	2008-11-26	2009-01-09
10.1371/journal.pgen.0010032	2005-05-18	2005-08-02	2005-09-02
10.1371/journal.pgen.1000996	2010-03-01	2010-05-19	2010-06-24
10.1371/journal.ppat.1002621	2011-11-08	2012-02-21	2012-03-29
10.1371/journal.pone.0055033	2012-09-26	2012-12-17	2013-02-06
10.1371/journal.ppat.1003115	2012-06-13	2012-11-20	2013-01-10
10.1371/journal.pmed.0030326	2005-12-06	2006-05-31	2006-08-22
10.1371/journal.pone.0093813	2014-01-03	2014-03-07	2014-04-03
10.1371/journal.pmed.1001398	2012-06-18	2013-01-24	2013-03-05
10.1371/journal.pgen.1000102	2008-01-28	2008-05-20	2008-06-20
10.1371/journal.pgen.1003566	2013-02-22	2013-04-26	2013-06-13
10.1371/journal.pone.0026260	2011-06-05	2011-09-23	2011-10-17
10.1371/journal.ppat.1002871	2012-03-09	2012-07-06	2012-08-09
10.1371/journal.pgen.1004901	2014-08-11	2014-11-17	2015-02-03
10.1371/journal.pmed.1001575	2013-08-11	2013-11-06	2013-12-17
10.1371/journal.pone.0104805	2014-05-06	2014-07-14	2014-08-12
10.1371/journal.pntd.0003493	2014-05-20	2014-12-23	2015-01-23
10.1371/journal.pgen.1004121	2013-04-30	2013-12-04	2014-01-23
10.1371/journal.pntd.0002849	2013-07-24	2014-03-27	2014-05-08
10.1371/journal.pntd.0003363	2014-05-31	2014-10-22	2014-12-18
10.1371/journal.pcbi.1004229	2014-05-28	2015-03-09	2015-04-16
10.1371/journal.pntd.0001037	2009-05-27	2011-03-14	2011-04-12
10.1371/journal.pgen.1004097	2013-04-04	2013-11-24	2014-02-27
10.1371/journal.pgen.1005121	2014-10-24	2015-03-03	2015-05-07
10.1371/journal.pcbi.0040017	2007-08-21	2007-12-03	2008-01-18
10.1371/journal.pone.0119534	2014-10-20	2015-01-28	2015-03-05
10.1371/journal.pgen.1002577	2011-01-18	2012-01-18	2012-03-22
10.1371/journal.pgen.1000009	2007-11-01	2008-01-18	2008-02-29
10.1371/journal.pbio.1001789	2013-07-09	2014-01-02	2014-02-18
10.1371/journal.pcbi.1003319	2013-06-17	2013-09-18	2013-11-21
10.1371/journal.pone.0023442	2010-10-14	2011-07-18	2011-08-08
10.1371/journal.pntd.0001045	2010-09-22	2011-04-14	2011-05-17
10.1371/journal.pone.0112696	2014-09-01	2014-10-10	2014-11-11
10.1371/journal.pmed.1000382	2010-06-02	2010-11-10	2010-12-21
10.1371/journal.pcbi.1000847	2009-12-03	2010-06-02	2010-07-08
10.1371/journal.ppat.1002696	2011-02-11	2012-03-27	2012-05-24
10.1371/journal.pgen.1003508	2013-01-03	2013-03-26	2013-05-09
10.1371/journal.pcbi.0030035	2006-08-18	2007-01-08	2007-02-23
10.1371/journal.ppat.1001074	2009-11-27	2010-07-27	2010-08-26
10.1371/journal.pone.0072443	2013-05-28	2013-07-09	2013-08-26
10.1371/journal.pgen.1002756	2012-02-21	2012-04-25	2012-06-28
10.1371/journal.pone.0113193	2014-04-10	2014-09-04	2014-12-12
10.1371/journal.pcbi.0030126	2007-02-05	2007-05-17	2007-07-06
10.1371/journal.ppat.1000721	2009-09-04	2009-12-10	2010-01-15
10.1371/journal.pntd.0002854	2013-11-19	2014-03-29	2014-06-12
10.1371/journal.pbio.1000305	2009-07-27	2009-12-29	2010-02-02
10.1371/journal.pgen.1000928	2009-12-03	2010-03-29	2010-04-29
10.1371/journal.pone.0085823	2013-05-02	2013-12-02	2014-01-17
10.1371/journal.pntd.0002495	2013-05-01	2013-09-08	2013-10-17
10.1371/journal.pone.0091429	2013-11-11	2014-02-11	2014-03-11
10.1371/journal.ppat.0040029	2007-08-24	2007-12-28	2008-02-15
10.1371/journal.pone.0013932	2010-06-28	2010-10-22	2010-11-11
10.1371/journal.pcbi.1002617	2012-04-09	2012-06-01	2012-07-26
10.1371/journal.pbio.1001912	2014-04-30	2014-06-12	2014-07-22
10.1371/journal.ppat.1002051	2010-11-11	2011-03-20	2011-05-19
10.1371/journal.ppat.1004166	2013-10-10	2014-04-21	2014-05-29
10.1371/journal.pcbi.1000070	2007-12-19	2008-03-26	2008-05-16
10.1371/journal.pone.0062715	2012-11-08	2013-03-24	2013-04-26
10.1371/journal.pcbi.1003787	2013-09-28	2014-06-23	2014-08-14
10.1371/journal.pcbi.1003255	2013-04-19	2013-08-20	2013-10-10
10.1371/journal.pone.0067232	2013-02-25	2013-05-15	2013-06-27
10.1371/journal.ppat.1001073	2010-02-23	2010-07-27	2010-08-26
10.1371/journal.pmed.0030431	2006-03-23	2006-08-16	2006-10-31
10.1371/journal.pmed.1001378	2012-09-04	2012-12-14	2013-01-29
10.1371/journal.ppat.1003708	2013-01-21	2013-08-29	2013-10-10
10.1371/journal.pcbi.1000892	2010-01-28	2010-07-16	2010-08-26
10.1371/journal.ppat.1000866	2009-09-08	2010-03-22	2010-04-22
10.1371/journal.pcbi.1002472	2011-08-09	2012-02-29	2012-04-12
10.1371/journal.pntd.0001764	2012-03-05	2012-06-21	2012-08-07
10.1371/journal.pntd.0000284	2008-01-14	2008-08-01	2008-09-03
10.1371/journal.pmed.1000283	2009-09-22	2010-04-15	2010-05-25
10.1371/journal.pgen.1002131	2011-03-16	2011-04-27	2011-06-23
10.1371/journal.ppat.1004496	2014-01-09	2014-09-29	2014-11-13
10.1371/journal.pone.0041777	2012-04-10	2012-06-26	2012-07-25
10.1371/journal.ppat.1003314	2012-07-13	2013-03-04	2013-05-02
10.1371/journal.pgen.1002032	2010-10-26	2011-02-02	2011-03-24
10.1371/journal.pcbi.1000428	2009-02-09	2009-06-01	2009-07-10
10.1371/journal.ppat.1000685	2009-04-06	2009-11-06	2009-12-04
10.1371/journal.ppat.0030100	2007-01-24	2007-05-30	2007-07-13
10.1371/journal.pntd.0002961	2013-11-18	2014-05-09	2014-06-19
10.1371/journal.pone.0040611	2012-03-07	2012-06-11	2012-07-16
10.1371/journal.pone.0046787	2012-04-17	2012-09-06	2012-10-08
10.1371/journal.pcbi.1002305	2011-08-08	2011-10-30	2011-12-22
10.1371/journal.pone.0017292	2010-08-24	2011-01-27	2011-04-15
10.1371/journal.pgen.1003587	2012-12-15	2013-05-08	2013-06-20
10.1371/journal.pntd.0003772	2014-10-22	2015-04-20	2015-05-28
10.1371/journal.pntd.0002372	2013-01-31	2013-07-02	2013-08-22
10.1371/journal.pgen.0020052	2005-08-15	2006-02-23	2006-04-28
10.1371/journal.pone.0112945	2014-08-21	2014-10-17	2014-11-21
10.1371/journal.pcbi.1004111	2014-08-03	2015-01-05	2015-03-27
10.1371/journal.pone.0088345	2013-09-02	2014-01-13	2014-02-10
10.1371/journal.pgen.1003414	2012-07-17	2013-02-11	2013-03-28
10.1371/journal.pmed.1000263	2009-09-21	2010-03-08	2010-04-20
10.1371/journal.pcbi.1003549	2013-10-18	2014-02-17	2014-03-27
10.1371/journal.pone.0089471	2013-11-18	2014-01-20	2014-02-19
10.1371/journal.pcbi.1003735	2013-07-19	2014-06-05	2014-08-07
10.1371/journal.ppat.1001151	2009-11-20	2010-09-13	2010-10-14
10.1371/journal.ppat.1003226	2012-10-15	2013-01-18	2013-03-28
10.1371/journal.pone.0032178	2011-06-24	2012-01-24	2012-02-22
10.1371/journal.pmed.1001332	2012-03-23	2012-09-19	2012-10-30
10.1371/journal.pone.0036050	2011-11-24	2012-03-25	2012-04-27
10.1371/journal.pone.0005047	2008-12-04	2009-03-04	2009-03-31
10.1371/journal.pcbi.1000286	2008-08-11	2009-01-02	2009-02-20
10.1371/journal.pmed.0040158	2006-11-21	2007-03-01	2007-05-01
10.1371/journal.pmed.0040156	2006-09-27	2007-03-02	2007-04-24
10.1371/journal.pgen.1004073	2013-09-02	2013-11-15	2014-01-02
10.1371/journal.ppat.1004434	2014-01-28	2014-08-29	2014-10-23
10.1371/journal.pgen.0030235	2007-05-02	2007-11-14	2007-12-28
10.1371/journal.ppat.1004778	2014-09-18	2015-03-03	2015-03-25
10.1371/journal.pgen.1001258	2010-04-22	2010-11-22	2010-12-23
10.1371/journal.pntd.0003097	2014-03-09	2014-07-01	2014-08-28
10.1371/journal.pcbi.0030250	2007-06-11	2007-10-31	2007-12-14
10.1371/journal.pone.0095750	2013-12-28	2014-03-31	2014-04-22
10.1371/journal.pone.0087367	2013-07-09	2013-12-20	2014-02-21
10.1371/journal.pcbi.1003080	2012-10-08	2013-04-18	2013-05-23
10.1371/journal.pmed.0030256	2005-08-16	2006-03-28	2006-07-04
10.1371/journal.ppat.1004650	2014-09-17	2015-01-02	2015-02-06
10.1371/journal.pcbi.1000515	2009-06-04	2009-08-25	2009-09-25
10.1371/journal.pmed.0050014	2007-07-25	2007-11-09	2008-01-03
10.1371/journal.pcbi.0040011	2007-05-10	2007-12-06	2008-01-18
10.1371/journal.pmed.0020252	2005-01-26	2005-06-13	2005-09-13
10.1371/journal.pntd.0002391	2013-04-15	2013-07-17	2013-08-22
10.1371/journal.pcbi.0030106	2006-10-16	2007-04-25	2007-06-08
10.1371/journal.ppat.1000554	2009-01-13	2009-07-23	2009-08-21
10.1371/journal.pmed.1001418	2012-08-16	2013-02-28	2013-04-09
10.1371/journal.pone.0010708	2009-11-12	2010-04-06	2010-05-20
10.1371/journal.pcbi.1000171	2007-12-11	2008-07-30	2008-09-12
10.1371/journal.pmed.0020043	2004-08-04	2004-12-17	2005-02-22
10.1371/journal.pbio.1000343	2009-10-26	2010-02-17	2010-03-23
10.1371/journal.pone.0127311	2015-01-13	2015-04-14	2015-05-20
10.1371/journal.pcbi.1000461	2009-02-20	2009-07-09	2009-08-13
10.1371/journal.pone.0101771	2014-03-11	2014-06-10	2014-07-07
10.1371/journal.pgen.1000646	2009-04-14	2009-08-14	2009-09-18
10.1371/journal.pcbi.1003437	2013-04-11	2013-11-29	2014-01-30
10.1371/journal.ppat.1000709	2009-08-26	2009-11-24	2009-12-24
10.1371/journal.pgen.1000366	2008-09-25	2009-01-05	2009-02-06
